0,1,2,3,4,5,6,7,8,ID
ciruela, mora, arándano,roble, vainilla, tabaco,cereza, frambuesa, frut...,1303593
roble, vainilla, chocol...,cereza, frutos rojos, f...,mora, ciruela, casis,1136857
mora, ciruela, fruta ne...,cereza, frambuesa, frut...,Terroso, cuero, Carne d...,16036
frambuesa, cereza, frut...,canela, pimienta, regal...,vainilla, cedro, roble,1233309
frambuesa, fresa, cerez...,roble, tabaco,,cuero,,,9396865
cereza, frambuesa, frut...,cuero, Terroso, mineral...,roble, vainilla, tabaco,1168608
cereza, frambuesa, cere...,ciruela amarilla,,,queso,,,9283150
chocolate, roble, vaini...,ciruela, mora, frutos d...,cereza, frutos rojos, f...,72704
tabaco, chocolate, robl...,cuero, Terroso, cacao,ciruela, mora, frutos d...,1192499
cereza, frambuesa, gros...,mora, arándano, frutos ...,roble,,,7961892
mora, fruta negra, ciru...,roble, cedro, vainilla,cuero, Terroso, grafito,2213951
No disponible,,,No disponible,,,No disponible,,,2971278
cereza, frambuesa, fres...,aceto balsámico,,,No disponible,,,10287905
frambuesa, cereza, frut...,Terroso, hongo, suelo d...,roble, tabaco, tofi,79536
frambuesa, cereza, frut...,roble, tabaco, cigarrer...,cuero, Terroso, suelo d...,4091179
cereza, frambuesa, fres...,roble, clavo de olor, c...,anís, regaliz, pimienta,2464900
Terroso, cuero, humo,roble, tabaco, chocolat...,ciruela, mora, frutos d...,1470093
casis, cereza negra, fr...,cereza, frutos rojos, f...,cuero, Terroso, hierro,1219018
Terroso, humo, cuero,cereza, frutos rojos, a...,roble, vainilla, tabaco,7213953
cereza,,,regaliz,,,vainilla,,,9902744
roble, cedro, clavo de ...,cereza negra, fruta neg...,,frutos rojos, cereza, f...,5287596
cereza, fresa, frutos r...,roble, vainilla, cedro,Terroso, humo, cuero,1128668
mermelada, ciruela,,frutos rojos,,,almendra,,,8128340
cereza, fresa, frutos r...,pimienta, regaliz, anís,mora, fruta negra, cere...,5843249
chocolate, roble, vaini...,mora, ciruela, cereza n...,regaliz, pimienta, cara...,2611290
No disponible,,,No disponible,,,No disponible,,,10079358
cereza, frambuesa, fres...,vainilla, roble, bebida...,humo, cuero, Terroso,5402563
frambuesa, cereza, fres...,Terroso, cuero, mineral...,ciruela, mora, arándano,1105335
aceto balsámico, Terros...,,chocolate amargo, caram...,,cereza, granada, cereza...,4135532
frambuesa, fresa, cerez...,Terroso, suelo del bosq...,,roble, chocolate, mante...,1222620
tiza, minerales,,roble,,,No disponible,,,2808043
minerales, Terroso, ace...,tabaco, roble, chocolat...,cereza, frutos rojos, f...,1282069
cuero, Terroso, mineral...,cereza, frambuesa, fres...,roble, vainilla, chocol...,1179898
cuero, cacao, Terroso,roble, vainilla, coco,mora, frutos del bosque,,4596746
frutos rojos, cereza, f...,roble, vainilla, cedro,Terroso, hongo, humo,4903947
cereza, fresa, frutos r...,cuero, alquitrán, Terro...,roble, tabaco, cedro,1981344
cuero, cacao, grafito,mora, ciruela, fruta ne...,tabaco, roble, mezcla d...,1190091
fresa, frambuesa, cerez...,Terroso, cuero, mineral...,casis, frutos del bosqu...,,4596862
tabaco, roble, chocolat...,cereza, frutos rojos,,Terroso, cuero, suelo d...,1902392
mora,,,fresa,,,lima,,,9224619
frutos rojos, fresa, ce...,Terroso, humo, cuero,vainilla, roble, tabaco,1407862
roble, vainilla, carame...,Terroso, humo, carbón d...,arándano rojo, fresa, f...,8935014
roble, vainilla, chocol...,fruta negra, ciruela, m...,cuero, humo, Terroso,1154129
cuero, Terroso, alquitr...,cereza, frutos rojos, f...,tabaco, roble, cedro,1789051
cereza, frambuesa, fres...,Terroso, suelo del bosq...,,roble, vainilla, mezcla...,1866365
cereza, frambuesa, frut...,Terroso, suelo del bosq...,,roble, tabaco, cedro,80283
tabaco, roble, vainilla,frutos rojos, cereza, f...,cuero, aceto balsámico,...,1241840
tabaco, roble, café,mora, casis, fruta negr...,cuero, aceto balsámico,...,2795073
mora, cereza negra, fru...,humo, cuero, Terroso,cereza, frambuesa, frut...,1478575
cuero, minerales, suelo...,roble, chocolate amargo...,,cereza negra, fruta neg...,,3974719
cereza, frutos rojos, a...,pimienta, regaliz, tomi...,minerales, Terroso, hon...,6273634
regaliz, pimienta, anís...,tabaco, chocolate,,alquitrán, tiza, Terros...,6864395
cuero, Terroso, humo,cereza, arándano rojo, ...,tabaco, roble, vainilla,5033838
cuero, Terroso, mineral...,cereza, frutos rojos, c...,roble, cedro, tabaco,5749218
chocolate, roble, vaini...,ciruela, cereza negra, ...,pasas de uva, ciruela p...,,78720
roble, tabaco, café,frutos del bosque, mora...,,frutos rojos, cereza, c...,5672846
roble, cedro,,regaliz, menta,,cacao,,,10568028
No disponible,,,No disponible,,,No disponible,,,11880568
roble, mezcla de especi...,,cereza, frambuesa, frut...,casis, fruta negra, fru...,1486340
frambuesa, cereza, fres...,roble, tabaco, cedro,Terroso, alquitrán, car...,1751034
cereza, frambuesa, cere...,vainilla, roble, clavo ...,minerales, hongo, Terro...,1697791
roble, tabaco, vainilla,mora, ciruela, fruta ne...,cuero, Terroso, humo,1161172
vainilla, cedro, roble,fruta negra, mora, cere...,cereza, cereza roja,,7706865
fresa, cereza, arándano...,vainilla, roble,,regaliz, pimienta,,2247558
casis, ciruela, cereza ...,roble, tabaco, nibs de ...,hongo, hierro, cuero,1986204
frutos rojos, frambuesa...,,casis, mermelada, mora,violeta,,,3892611
roble, vainilla, tabaco,mora, ciruela, frutos d...,cuero, Terroso, hongo,1232315
mora, fruta negra, ciru...,cuero, humo, alquitrán,roble, vainilla, chocol...,99975
cereza, grosella roja, ...,Terroso, hongo, carne a...,fruta negra, mora,,1524519
frutos rojos,,,Terroso,,,crema,,,1421783
Terroso,,,No disponible,,,No disponible,,,11272137
roble, vainilla, chocol...,mora, fruta negra, arán...,cereza, frambuesa, frut...,1240594
fruta negra, ciruela, m...,roble, tabaco, mezcla d...,ciruela pasa,,,1694427
roble, vainilla, chocol...,mora, arándano, ciruela,cuero, humo, Terroso,1219218
mora, fruta negra, ciru...,roble, vainilla, chocol...,cuero, Terroso, humo,1412079
cereza, cereza roja, gr...,roble, tabaco, clavo de...,canela, regaliz, pimien...,1810514
tabaco, chocolate, vain...,ciruela, frutos del bos...,,cuero, cacao, ceniza,8743337
cereza, frambuesa, frut...,Terroso, suelo del bosq...,,mora, ciruela, cereza n...,1219497
ciruela, casis, mora,roble, chocolate, tabac...,regaliz, pimienta, ajed...,1378641
fresa, cereza, grosella...,canela, pimienta blanca,,Terroso, hierro, piedra,6280267
vainilla, chocolate, ch...,fruta negra, arándano, ...,cuero, trufa negra, gra...,2291816
mora, cereza negra, mer...,fresa, frambuesa, cerez...,regaliz, pimienta, rome...,2157986
frambuesa, fresa, aránd...,roble, vainilla, tabaco,hongo, humo, Terroso,2147110
roble, tabaco, chocolat...,mora, casis, ciruela,pimienta, hierbas secas...,,1197961
cuero, humo, hongo,frambuesa, cereza, frut...,mora, casis, arándano,6302287
cereza, frambuesa,,roble,,,No disponible,,,4922633
roble, tabaco, vainilla,cereza, arándano rojo, ...,cítrico, naranja,,6097331
Terroso, cuero, humo,ciruela, casis, casis,arándano rojo, cereza, ...,1875114
canela, pimienta, regal...,cereza, cereza roja, fr...,roble, vainilla, café,5314500
caramelo, chocolate, ro...,fruta negra, casis,,mentol,,,1630217
No disponible,,,No disponible,,,No disponible,,,11060935
ciruela, casis, fruta n...,cereza, frutos rojos, c...,Terroso, cuero, aceto b...,1453427
cereza, fresa, frutos r...,Terroso, minerales, hum...,pimienta, regaliz, cane...,2503959
tabaco, chocolate, vain...,ciruela, frutos del bos...,,cuero, Terroso, cacao,91999
frutos rojos, frambuesa...,,Terroso, especias exóti...,,chocolate, clavo de olo...,,5325292
roble, tabaco, vainilla,cuero, Terroso, alquitr...,cereza, frutos rojos, f...,1794
cereza, frambuesa, fres...,tabaco, vainilla, mezcl...,cereza negra, mora, ará...,2445883
fresa, frambuesa, cerez...,Terroso, hongo, humo,roble, vainilla,,1555217
roble, tabaco, vainilla,ciruela, mora, fruta ne...,cereza, frutos rojos, c...,2392780
arándano, ciruela, frut...,cuero, humo, suelo del ...,cereza, cereza roja, fr...,5548710
tabaco, roble, vainilla,cuero, humo, Terroso,mora, fruta negra, frut...,94540
casis, cereza negra, fr...,cereza, cerezo ácido, f...,vainilla, tabaco, choco...,1574051
cereza roja, grosella r...,,roble,,,cítrico,,,4952718
cuero, cacao, suelo del...,arándano, ciruela,,fresa, cereza roja,,5545402
No disponible,,,No disponible,,,No disponible,,,8795982
roble, chocolate,,fruta negra,,,cereza, granada,,7584610
cereza, frutos rojos, c...,vainilla, cigarro, robl...,Terroso, cuero, humo,1179888
vainilla, roble, tabaco,fruta negra, mora, casi...,canela, mentol, regaliz,1215843
mora, ciruela, arándano,vainilla, roble, chocol...,pimienta, regaliz, euca...,6162
No disponible,,,No disponible,,,No disponible,,,7513068
vainilla, roble, chocol...,cereza, frutos rojos, f...,ciruela, mora, frutos d...,5977895
cuero, solución salina,...,cereza, jarabe para la ...,,cedro, eneldo, vainilla,2513713
roble, tabaco, chocolat...,ciruela, mora, casis,cuero, Terroso, humo,11745
casis, arándano,,perfume, pétalo de rosa,,pasas de uva,,,8371816
arándano,,,caucho,,,No disponible,,,6794822
roble, tabaco, chocolat...,cuero, alquitrán, hongo,cereza roja, frambuesa,...,4227595
minerales, cuero, humo,frutos rojos, frambuesa...,,roble, chocolate, clavo...,1547904
cereza, fresa, frutos r...,humo, cuero, Terroso,roble, nuez moscada, va...,1618638
pimienta verde, pimient...,,pimiento,,,lima,,,5528708
tabaco, vainilla, café ...,fruta negra, mora, mulb...,cuero, aceto balsámico,...,4637099
cereza, frutos rojos, f...,Terroso, hongo, cuero,roble, bebida cola, tab...,2007832
cereza, fresa, frutos r...,tabaco, roble, vainilla,Terroso, suelo del bosq...,,9292434
cereza, frambuesa, frut...,mora,,,pimienta,,,2595792
cereza, frambuesa, frut...,roble, vainilla, chocol...,Terroso, humo, hongo,7015937
chocolate, roble, vaini...,fruta negra, frutos del...,,aceto balsámico, cuero,...,5968280
vainilla, café, chocola...,cereza, frutos rojos, f...,fruta negra, casis, mor...,3305742
cereza, frambuesa, frut...,cuero, Terroso, aceto b...,queso, crema, banana,1536838
roble, vainilla, chocol...,aceto balsámico, cuero,...,mora, fruta negra, merm...,80371
cereza, frambuesa, gros...,roble, mantequilla, tab...,cereza negra, arándano,...,83001
cereza, frutos rojos, f...,roble, tabaco, vainilla,cuero, Terroso, mineral...,75819
roble, tabaco, vainilla,mora, ciruela, arándano,cuero, Terroso, humo,1182385
cuero, Terroso, hongo,roble, chocolate, tabac...,cereza, cerezo ácido, f...,1174854
frambuesa, cereza, frut...,Terroso, cuero, mineral...,vainilla, roble, tabaco,80282
cereza, frambuesa, fres...,roble, vainilla, tabaco,cuero, Terroso, hongo,2137768
roble, chocolate, vaini...,frutos del bosque, casi...,,cereza, granada, fresa,1271240
roble, vainilla,,fruta negra, casis, fru...,cereza, frutos rojos,,1182643
roble, vainilla, chocol...,fruta negra, ciruela, m...,humo, Terroso, aceto ba...,1693444
vainilla,,,No disponible,,,No disponible,,,2212750
cereza, fresa, frambues...,ciruela, mora, cereza n...,cedro, roble, chocolate...,8356603
roble, tabaco, vainilla,cereza, cereza roja, fr...,mora, ciruela, casis,2735953
No disponible,,,No disponible,,,No disponible,,,2302515
casis, cereza negra, fr...,chocolate, pan integral...,,cuero, humo, piedra,5433416
roble, vainilla, chocol...,mora, casis, ciruela,pimienta, regaliz, cane...,1154856
chocolate, café, tabaco,mora, mora madura, merm...,minerales, Terroso, cue...,1204924
fresa, cereza, frambues...,ciruela, fruta negra, m...,banana,,,5946348
chocolate, roble, vaini...,mora, arándano,,frutos rojos,,,4938585
mora, frutos del bosque,,frutos rojos, fresa,,roble,,,7980800
cereza, frutos rojos, f...,ciruela, mora, casis,vainilla, roble, chocol...,1369782
frambuesa, arándano roj...,,pimienta de Jamaica, me...,,casis, arándano, mermel...,9847054
fruta negra, ciruela, c...,roble,,,cereza, fresa,,1548535
cereza, frutos rojos, g...,roble, vainilla, tabaco,fruta negra, ciruela, m...,1978855
cereza, frambuesa, frut...,ciruela, mora, cereza n...,pimienta, canela, hierb...,1194415
No disponible,,,No disponible,,,No disponible,,,9719152
No disponible,,,No disponible,,,No disponible,,,6874291
ciruela,,,frutos rojos,,,regaliz,,,1480974
arándano, ciruela, merm...,roble, cedro, tabaco,frambuesa, cereza,,6320055
vainilla, roble, manteq...,mora, arándano, ciruela,ciruela pasa, pasas de ...,,5793376
cereza, fresa, frutos r...,roble, chocolate, vaini...,ciruela, mora, casis,1367703
roble, chocolate, tabac...,ciruela, cereza negra, ...,cereza, frutos rojos, c...,2132719
cereza, frutos rojos, f...,mora, ciruela, casis,Terroso, cuero, mineral...,2333336
roble, vainilla, tabaco,fruta negra, mora, ciru...,cereza, frutos rojos, f...,1111659
frutos rojos, cereza ro...,,Terroso, aceto balsámic...,,mora,,,1263479
frutos rojos, fresa, ce...,ciruela, mora, arándano,cuero, Terroso, piedra,5197184
Terroso, cuero, aceto b...,roble, chocolate, nuez ...,cereza, arándano rojo, ...,8516607
chocolate, café, roble,Terroso, humo, cuero,ciruela, mora, arándano,1403702
roble, vainilla, café,frutos rojos, cereza, f...,Terroso, aceto balsámic...,,1202716
No disponible,,,No disponible,,,No disponible,,,1562615
mora, arándano, frutos ...,cereza, frambuesa, frut...,cuero, Terroso, humo,98958
roble, vainilla, chocol...,mora, ciruela, frutos d...,cereza, frutos rojos, f...,1134571
roble, vainilla,,cereza, frutos rojos,,fruta negra,,,4664496
fresa, cereza, frutos r...,mora, casis, ciruela,banana, queso, crema,1712675
miel,,,No disponible,,,No disponible,,,1857260
roble, vainilla, tabaco,Terroso, cuero, humo,casis, frutos del bosqu...,,1235973
vainilla, chocolate, ca...,ciruela, arándano,,cereza, frutos rojos,,7427468
roble, chocolate, café,ciruela, arándano, frut...,cereza, frambuesa, fres...,5912963
vainilla, chocolate, ro...,cereza, cerezo ácido,,Terroso, carne a la par...,,1105334
frutos rojos, fresa, ce...,fruta negra, ciruela, m...,chocolate, roble, vaini...,4013207
jambul,,,frutos rojos,,,No disponible,,,8021389
roble, chocolate, mante...,casis, arándano, mora,cuero, Terroso, jengibr...,2291254
mora, casis, ciruela,cereza,,,higo,,,4541459
cuero, hongo, Terroso,mora, ciruela, cereza n...,cereza, frambuesa, frut...,1158582
vainilla, roble, café,mora, ciruela, frutos d...,cereza, frutos rojos, f...,1196336
roble, chocolate, café,mora, ciruela, fruta ne...,cereza, frutos rojos, f...,6981077
cuero, Terroso, humo,roble, café, caramelo,mora, fruta negra, ciru...,1248739
vainilla, roble, tabaco,Terroso, cuero,,tostada,,,3505071
frambuesa, cereza, fres...,Terroso, cuero, aceto b...,ciruela, mora, casis,1744295
roble, cedro, chocolate,Terroso, cuero, Carne d...,grosella roja, frutos r...,,1139252
roble, vainilla, tabaco,cereza, frutos rojos, f...,ciruela, mora, casis,1599976
mora, cereza negra, jam...,roble, tabaco, cedro,pimienta, hoja de laure...,,1315997
aceituna negra,,,alquitrán,,,café,,,1222533
roble, vainilla, tabaco,ciruela, fruta negra, a...,cereza, frutos rojos, f...,1375301
vainilla, caramelo, cla...,humo, cera de abejas, T...,cereza negra, jambul, m...,1251813
cereza, frutos rojos, a...,roble, mantequilla, caf...,fruta negra, casis, ará...,1991390
roble, vainilla, chocol...,ciruela, mora, frutos d...,cereza, frutos rojos, f...,1714209
roble, vainilla, chocol...,ciruela, frutos del bos...,,cuero, cacao, suelo del...,4750177
cereza, frambuesa, fres...,roble, vainilla, cedro,mora, cereza negra, mer...,1392332
roble, vainilla, chocol...,cereza negra, casis, ci...,cereza, granada, frambu...,3478145
roble, tabaco,,minerales, suelo del bo...,,casis, frutos del bosqu...,,9440207
cereza, frutos rojos, a...,ciruela, mermelada, fru...,Terroso, humo, aceto ba...,1301320
roble, vainilla, tabaco,cereza, frutos rojos, f...,cuero, Terroso, humo,1224522
vainilla, roble, chocol...,ciruela, fruta negra, m...,cereza, cereza roja, fr...,1446123
cereza, frutos rojos, f...,mora, ciruela, fruta ne...,roble, tabaco, chocolat...,1151276
roble, vainilla, chocol...,ciruela, mora, frutos d...,cereza, frutos rojos, f...,6353424
cereza negra, arándano,...,fresa, frambuesa,,No disponible,,,7201173
roble, vainilla, chocol...,ciruela, mora, frutos d...,cereza, cereza roja, gr...,16736
cuero, humo, plástico,tabaco, caramelo, choco...,frutos rojos,,,1212091
No disponible,,,No disponible,,,No disponible,,,9606234
cereza, frutos rojos, a...,chicle, tropical,,anís, mentol,,1288740
mora, ciruela, casis,roble, tabaco, chocolat...,cereza, frutos rojos, c...,7551225
No disponible,,,No disponible,,,No disponible,,,10545083
roble, vainilla, tabaco,cereza, grosella roja, ...,ciruela, casis, frutos ...,7501874
Terroso, cuero, humo,chocolate, roble, clavo...,pimienta, mentol,,3288432
cereza, fresa, frambues...,ciruela, mora, fruta ne...,roble, vainilla, chocol...,1258529
vainilla, roble, chocol...,mora, ciruela, frutos d...,cereza, frutos rojos, f...,1787864
roble, vainilla, tabaco,cereza, frambuesa, frut...,cuero, cacao, minerales,1952604
arándano, mora, cereza ...,cereza roja, cereza, fr...,cedro, clavo de olor, n...,1709661
No disponible,,,No disponible,,,No disponible,,,1171913
cereza, frambuesa, fres...,frutos del bosque, ciru...,,lima,,,5203987
cereza,,,menta,,,manzana verde,,,1239755
roble, chocolate, vaini...,cereza, frutos rojos, f...,ciruela, mora, casis,2016016
ciruela, mora, fruta ne...,roble, tabaco, vainilla,cuero, Terroso, humo,2568897
chocolate, roble, caram...,ciruela, fruta negra, a...,cuero, Terroso,,3907111
roble, chocolate, vaini...,mora, ciruela, casis,cereza, frutos rojos, f...,1131274
grafito, cuero, Terroso,cereza negra, jambul, c...,cereza,,,2846845
roble, vainilla, chocol...,cereza, frutos rojos, f...,ciruela, mora, fruta ne...,3343395
